,0,1,2,3
1983,1605.0,Young Jeezy,Put On (feat. Kanye West),"(Jeezy)
I put on (x4)
I put on for my city, on on for my city (x4)

When they see me up in traffic they say Jeezy on some other shit
Send them pussy niggas runnin straight back to the dealership
Me I'm in my spaceship, that's right I work for Nasa
The 7H is not a fraud, call that bitch my bodyguard
Call that bitch your bodyguard? Yeah, that's my bodyguard
When we're out of jewelry Young gon' do security
It was whiter than a napkin, harder than a dinner plate
If you want it come and get it
You know I stay super straight
Ran up in my spots and now I'm workin at the Super 8
Know you niggas hungry, come and get a super plate
Y'all sing happy birthday, yeah I got that super cake
Hundred karat bracelet, I use it like some super freight
(Chorus)
I put on for my city, on on for my city
I put on for my city, on on for my city
Put on (east side)
Put on (south side)
Put on (west side)
Put on (x2)

Half bag, top back, ain't nothin but a young thug
HKs, 8 K's, I need to join a gun club
Big wheels, big straps, you know I like it super sized
Passenger's a redbone, her weed look like some curly fries
Inside fish sticks, outside tartar sauce
Pocket full of celery, imagine what she tellin me
Blowin on asparagus, the realest shit I ever smoked
Ridin to that Trap or Die, the realest shit I ever wrote
They know I got that broccoli, so I keep that glock on me
Don't get caught without one, comin from where I'm from
Call me Jeezy Hamilton, flyin down Campbellton
So fresh, so clean, on my way to Charlene

(Chorus)

(Kanye)
I put on... (x3)
I put on for my city, I put on for my
I put on for my city, I put on for my city
On

I feel like there's still niggas that owe me checks
I feel like there's still bitches that owe me sex
I feel like this but niggas don't know the stress
I lost the only girl in the world that know me best
I got the money and the fame and that don't mean shit
I got the Jesus on a chain, man that don't mean shit
Cause when the Jesus pieces can't bring me peace
Yo, I need just at least one of Russell's nieces
On... I let my nightmares go
I put on, everybody that I knew from the go
I know hoes that was frontin when they knew we was broke
They say damn, Yeezy Yeezy, you don't know us no more
You got that big fame homie, and you just changed homie
You can ask big homie, man the top sure lonely
So lonely
Let me see what we have tonight (what we have tonight)
I'm high as a satellite (satellite)
I see those flashin lights (flashin lights)
Cause every night (every night)
I put on
(Chorus)"
1984,1713.0,Young Jeezy,Put On (feat. Kanye West),"(Jeezy)
I put on (x4)
I put on for my city, on on for my city (x4)

When they see me up in traffic they say Jeezy on some other shit
Send them pussy niggas runnin straight back to the dealership
Me I'm in my spaceship, that's right I work for Nasa
The 7H is not a fraud, call that bitch my bodyguard
Call that bitch your bodyguard? Yeah, that's my bodyguard
When we're out of jewelry Young gon' do security
It was whiter than a napkin, harder than a dinner plate
If you want it come and get it
You know I stay super straight
Ran up in my spots and now I'm workin at the Super 8
Know you niggas hungry, come and get a super plate
Y'all sing happy birthday, yeah I got that super cake
Hundred karat bracelet, I use it like some super freight
(Chorus)
I put on for my city, on on for my city
I put on for my city, on on for my city
Put on (east side)
Put on (south side)
Put on (west side)
Put on (x2)

Half bag, top back, ain't nothin but a young thug
HKs, 8 K's, I need to join a gun club
Big wheels, big straps, you know I like it super sized
Passenger's a redbone, her weed look like some curly fries
Inside fish sticks, outside tartar sauce
Pocket full of celery, imagine what she tellin me
Blowin on asparagus, the realest shit I ever smoked
Ridin to that Trap or Die, the realest shit I ever wrote
They know I got that broccoli, so I keep that glock on me
Don't get caught without one, comin from where I'm from
Call me Jeezy Hamilton, flyin down Campbellton
So fresh, so clean, on my way to Charlene

(Chorus)

(Kanye)
I put on... (x3)
I put on for my city, I put on for my
I put on for my city, I put on for my city
On

I feel like there's still niggas that owe me checks
I feel like there's still bitches that owe me sex
I feel like this but niggas don't know the stress
I lost the only girl in the world that know me best
I got the money and the fame and that don't mean shit
I got the Jesus on a chain, man that don't mean shit
Cause when the Jesus pieces can't bring me peace
Yo, I need just at least one of Russell's nieces
On... I let my nightmares go
I put on, everybody that I knew from the go
I know hoes that was frontin when they knew we was broke
They say damn, Yeezy Yeezy, you don't know us no more
You got that big fame homie, and you just changed homie
You can ask big homie, man the top sure lonely
So lonely
Let me see what we have tonight (what we have tonight)
I'm high as a satellite (satellite)
I see those flashin lights (flashin lights)
Cause every night (every night)
I put on
(Chorus)"
1985,370.0,YoungBloodZ,Lean Low (feat. Backbone),"(feat. Backbone)

Ooh ooh!

[Verse 1 - Sean Paul]
Now everybody pull ya' whips out, get 'em shined up
Hit the mirror make sure ya' boy leaned up
Brush up out the clean up, ya' team freezed up
I know you knew the name, gull, when you seen us
Walkin' up in the V.I-P.I.M.P when I walked by
Man, I, don't holla at no lame ho's
I go to the bar, get somethin' to sip on, for my folk
Man, this is how is goes down, where I stay
When them Tram boys done had a good day
Then I'ma buy the bar up, later on tear the car up
Flip a new one by the mornin', nigga back crunk
Good Times, if you in the club blowin' good pine
Freakin' ho's while ya' car bein' stripped down
Sick now, nowhere for her to sit down
Ya' Escalade, man, it's sittin' on bricks now

[Chorus - Seal Paul]
Lean Low (Bitch!) To the Flo' (Bitch!)
Can you work it, can you twerk it lemme know

Yeah, I'ma lean low (Nigga!) To the Flo' (Nigga!)
Can you pay what you weight gimme mo'

But Can Ya' lean low? (Bitch!) To the Flo'? (Bitch!)
Can you work it, can you twerk it lemme know

Yeah, I'ma lean low (Nigga!) To the Flo' (Nigga!)
Can you pay what you weight gimme mo'

[Verse 2 - J-Bo]
I pull up bumpin Attic, choppin, whippin' the wheel
Straight fresh off that Drizzle boy you know who it is
It's them loud-mouth motherfuckers at it again
Poppin' bottles, cuttin' up, livin' life to the end
So lean low, if you feelin like I'm feelin', let's go
Got a cup, throw it up, now hit the flo'
Shawty choosin' wit' a look and I know
Gotta lighter, fire it up and just blow
And just puff till you can't no mo'
We in the mix, backfacin' cuz that's just how it go
At the bar, we trippin', throwin' it up
Like kings in a castle, yeah we toastin' it up
So everybody, clap, and break it down
Cuz we the same old fools slidin' thru yo' town
So on yo' mark, get ready for this brand new era
Drankin' Patnaz is the name, it don't get no better

[Chorus]

[Verse 3 - Backbone]
Stay workin' back do', till every sack is sold
Ima hit you in the back wit' hot callico
If not then my rock, it I can hardly afford
Old school at the bar buyin' bottles of Moe
We swervin' Cheverolets up and down the road
When you hear &quot;Shorty in town&quot; hide ya' ho
Cuz aww shit, lil' buddy fire the dro'
I stay, fresh a fool, keep a crease in my clothes
Im puttin' on the scene, and let the champagne flow
Im tryin' to get outta here wit' somethin' freaky to poke
You know what it is, you seen it befo'
We call him &quot;H2O, he froze ice cold&quot;
What the fuck you sayin'? This shit is fa sho'
Tell Sean to keep 'em comin', gon' and order one mo'
Lil' Girl, work it out on the flo'
Post up young G, get drunk some mo'

[Chorus Until Fade]"
1986,868.0,Yung Joc,It's Goin' Down (feat. Nitti),"(Lil Boi)
this a niity beat (boing)

(Nitty)
here we go again
ghettoville u.s.a (uh Oh)
You know I got by the name nitty right (uh huh)
I gotta introduce you to another motherfucker out my squad right (who dis nigga mane)
dis nigga go by the name of jock (jock?)
he resides in collegepark (collegepark cp)
but for right now what we gotta do for y'all (what we gonna do)
we gotta give y'all a hit (huh)

(Verse 1)
niggaz in my face
damn near er' day
askin a million questions like
jock where ya stay
tell 'em collegepark
where they chop cars
eat 20 grand spend a grand at the bar
jest bought a zone jays on my feet
I'm on that patron so get like me
69 cutlass wit the bucket seat
beat in my trunk bought it just for the freaks
catch me in the hood posted at the sto
pistol in my lap on the phone countin dough
if a girl choose let her do her thang
just like her mamaand I ain't sayin the name brain
er'body love me I'm so fly
niggaz throw the duces er'time I ride by
I know ya wonder why
I'm so cool
dont ask me just do what cha do (ok)

(Chorus: repeat 2X)
meet me in the trap its goin down
meet me in the mall its goin down
meet me in the club its goin down
any where ya meet me guaranteed to go down

(verse 2)
verse numba 2 do the damn thang
keeps on my neck pockets full of ben franks
when I'm in the mall hoes just pause
I pop a few tags give me that on the wall
time to flip the work make the block bump
boys from the hood call me black donald trump
dope boi magic seven days a week
numba one record long as nitty on the beat
Oh I thank they like me betta yet I know
lights camera action when I walk through the door
niggaz know my crew we ceritifed stars
ready in the front bout 35 cars
bitches in the back
black beamer coups
girls like girls time to recruit
if ya got a problem say it to my face
we can knuckle up any time any place

(Chorus)

(Verse 3)
time to set it off let these nigga know
have ya every seen a chevy wit the butterfly doors?
I ride real slow no need to speed
gotta make sure ya see the buckets on my feet
feds on my trail but they thank I don't know
I keep my hands clean cuz I never touch dope
every time I see 'em look 'em in the eye
ask 'em how I know its me suprise!
put it in the air rep where ya stay
take a step back blow the kush in they face
stuntin is a habit let 'em see the karats
I'ma make it rain nigga I ain't scared to share it

(Chorus)

(Outro)
Yung Joc...
Nitty strikes again
This a Nitty beat
Playmaker
So So Def motherfucker"
1987,51.0,Zara Larsson,Ain't My Fault,
1988,796.0,,,
1989,1050.0,Zara Larsson,Lush Life,
1990,1175.0,Zara Larsson,Never Forget You,
1991,889.0,Zay Hilfigerrr,Juju on That Beat (TZ Anthem),
1992,475.0,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,
1993,748.0,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",
1994,1303.0,ZAYN,PILLOWTALK,
1995,311.0,Zedd,Clarity,
1996,791.0,Zedd,I Want You To Know,
1997,1583.0,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,
